##NAMES=Synchysite-(Ce)
##RRUFFID=R060210
##IDEAL CHEMISTRY=CaCe(CO_3_)_2_F
##LOCALITY=Mont Saint-Hilaire, Rouville County, Quebec, Canada
##OWNER=RRUFF
##SOURCE=Royal Ontario Museum
##DESCRIPTION=Yellowish-brown thin pseudohexagonal tablets
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060210
##MEASURED CHEMISTRY=Ca_1.00_(Ce_0.55_(La,Pr)_0.28_Nd_0.15_Y_0.02_)(CO_3_)_2_F_1.00_
##CELL PARAMETERS=a: 12.330(5) b: 7.110(2) c: 18.758(8) alpha: 90 beta: 102.70(2) gamma: 90 volume: 1604.1(10) crystal system: monoclinic
34.720, 0.000
34.730, 0.000
34.740, 0.000
34.750, 0.000
34.760, 0.000
34.770, 0.000
34.780, 0.000
34.790, 0.000
34.800, 0.000
34.810, 0.000
34.820, 0.000
34.830, 0.000
34.840, 0.000
34.850, 0.000
34.860, 0.000
34.870, 0.000
34.880, 0.000
34.890, 0.000
34.900, 0.000
34.910, 0.000
34.920, 0.000
34.930, 0.000
34.940, 0.000
34.950, 0.000
34.960, 0.000
34.970, 0.000
34.980, 0.000
34.990, 0.000
35.000, 0.000
35.010, 0.000
35.020, 0.000
35.030, 0.001
35.040, 0.002
35.050, 0.005
35.060, 0.011
35.070, 0.023
35.080, 0.044
35.090, 0.078
35.100, 0.126
35.110, 0.185
35.120, 0.250
35.130, 0.310
35.140, 0.354
35.150, 0.373
35.160, 0.364
35.170, 0.332
35.180, 0.289
35.190, 0.247
35.200, 0.216
35.210, 0.200
35.220, 0.196
35.230, 0.197
35.240, 0.194
35.250, 0.181
35.260, 0.157
35.270, 0.126
35.280, 0.093
35.290, 0.063
35.300, 0.039
35.310, 0.022
35.320, 0.011
35.330, 0.005
35.340, 0.002
35.350, 0.001
35.360, 0.000
35.370, 0.000
35.380, 0.000
35.390, 0.000
35.400, 0.000
35.410, 0.000
35.420, 0.000
35.430, 0.000
35.440, 0.000
35.450, 0.000
35.460, 0.000
35.470, 0.000
35.480, 0.000
35.490, 0.000
35.500, 0.000
35.510, 0.000
35.520, 0.000
35.530, 0.000
35.540, 0.000
35.550, 0.000
35.560, 0.000
35.570, 0.000
35.580, 0.000
35.590, 0.000
35.600, 0.000
35.610, 0.000
35.620, 0.000
35.630, 0.000
35.640, 0.000
35.650, 0.000
35.660, 0.000
35.670, 0.000
35.680, 0.000
35.690, 0.000
35.700, 0.001
35.710, 0.001
35.720, 0.003
35.730, 0.006
35.740, 0.009
35.750, 0.014
35.760, 0.020
35.770, 0.025
35.780, 0.028
35.790, 0.029
35.800, 0.027
35.810, 0.024
35.820, 0.020
35.830, 0.016
35.840, 0.014
35.850, 0.013
35.860, 0.014
35.870, 0.015
35.880, 0.015
35.890, 0.014
35.900, 0.012
35.910, 0.009
35.920, 0.006
35.930, 0.004
35.940, 0.002
35.950, 0.001
35.960, 0.001
35.970, 0.000
35.980, 0.000
35.990, 0.000
36.000, 0.001
36.010, 0.001
36.020, 0.002
36.030, 0.002
36.040, 0.003
36.050, 0.003
36.060, 0.003
36.070, 0.003
36.080, 0.003
36.090, 0.002
36.100, 0.002
36.110, 0.002
36.120, 0.002
36.130, 0.002
36.140, 0.002
36.150, 0.002
36.160, 0.002
36.170, 0.001
36.180, 0.001
36.190, 0.001
36.200, 0.001
36.210, 0.000
36.220, 0.000
36.230, 0.000
36.240, 0.000
36.250, 0.000
36.260, 0.000
36.270, 0.000
36.280, 0.000
36.290, 0.000
36.300, 0.000
36.310, 0.000
36.320, 0.000
36.330, 0.000
36.340, 0.000
36.350, 0.000
36.360, 0.000
36.370, 0.000
36.380, 0.000
36.390, 0.000
36.400, 0.000
36.410, 0.000
36.420, 0.000
36.430, 0.000
36.440, 0.000
36.450, 0.000
36.460, 0.000
36.470, 0.000
36.480, 0.000
36.490, 0.000
36.500, 0.000
36.510, 0.000
36.520, 0.000
36.530, 0.000
36.540, 0.000
36.550, 0.000
36.560, 0.000
36.570, 0.000
36.580, 0.000
36.590, 0.000
36.600, 0.000
36.610, 0.000
36.620, 0.000
36.630, 0.000
36.640, 0.000
36.650, 0.000
36.660, 0.000
36.670, 0.000
36.680, 0.000
36.690, 0.000
36.700, 0.000
36.710, 0.000
36.720, 0.000
36.730, 0.000
36.740, 0.000
36.750, 0.000
36.760, 0.000
36.770, 0.000
36.780, 0.000
36.790, 0.000
36.800, 0.000
36.810, 0.000
36.820, 0.000
36.830, 0.000
36.840, 0.000
36.850, 0.000
36.860, 0.000
36.870, 0.000
36.880, 0.000
36.890, 0.000
36.900, 0.000
36.910, 0.000
36.920, 0.000
36.930, 0.000
36.940, 0.001
36.950, 0.003
36.960, 0.008
36.970, 0.020
36.980, 0.043
36.990, 0.085
37.000, 0.153
37.010, 0.249
37.020, 0.369
37.030, 0.499
37.040, 0.619
37.050, 0.708
37.060, 0.753
37.070, 0.752
37.080, 0.715
37.090, 0.658
37.100, 0.598
37.110, 0.545
37.120, 0.506
37.130, 0.480
37.140, 0.461
37.150, 0.441
37.160, 0.415
37.170, 0.379
37.180, 0.334
37.190, 0.282
37.200, 0.228
37.210, 0.174
37.220, 0.125
37.230, 0.084
37.240, 0.052
37.250, 0.029
37.260, 0.015
37.270, 0.007
37.280, 0.003
37.290, 0.001
37.300, 0.000
37.310, 0.000
37.320, 0.000
37.330, 0.000
37.340, 0.000
37.350, 0.000
37.360, 0.000
37.370, 0.000
37.380, 0.000
37.390, 0.000
37.400, 0.000
37.410, 0.000
37.420, 0.000
37.430, 0.000
37.440, 0.000
37.450, 0.000
37.460, 0.000
37.470, 0.000
37.480, 0.000
37.490, 0.000
37.500, 0.000
37.510, 0.000
37.520, 0.000
37.530, 0.000
37.540, 0.000
37.550, 0.000
37.560, 0.000
37.570, 0.000
37.580, 0.000
37.590, 0.000
37.600, 0.000
37.610, 0.000
37.620, 0.000
37.630, 0.000
37.640, 0.000
37.650, 0.000
37.660, 0.000
37.670, 0.000
37.680, 0.000
37.690, 0.000
37.700, 0.000
37.710, 0.000
37.720, 0.000
37.730, 0.000
37.740, 0.000
37.750, 0.000
37.760, 0.000
37.770, 0.000
37.780, 0.000
37.790, 0.000
37.800, 0.000
37.810, 0.000
37.820, 0.000
37.830, 0.000
37.840, 0.000
37.850, 0.000
37.860, 0.000
37.870, 0.000
37.880, 0.000
37.890, 0.000
37.900, 0.000
37.910, 0.000
37.920, 0.000
37.930, 0.000
37.940, 0.000
37.950, 0.000
37.960, 0.000
37.970, 0.000
37.980, 0.000
37.990, 0.000
38.000, 0.000
38.010, 0.000
38.020, 0.000
38.030, 0.000
38.040, 0.000
38.050, 0.000
38.060, 0.000
38.070, 0.000
38.080, 0.000
38.090, 0.000
38.100, 0.000
38.110, 0.000
38.120, 0.000
38.130, 0.000
38.140, 0.000
38.150, 0.000
38.160, 0.000
38.170, 0.000
38.180, 0.000
38.190, 0.000
38.200, 0.000
38.210, 0.000
38.220, 0.000
38.230, 0.000
38.240, 0.000
38.250, 0.000
38.260, 0.000
38.270, 0.000
38.280, 0.000
38.290, 0.000
38.300, 0.000
38.310, 0.000
38.320, 0.000
38.330, 0.000
38.340, 0.000
38.350, 0.000
38.360, 0.000
38.370, 0.000
38.380, 0.000
38.390, 0.000
38.400, 0.000
38.410, 0.000
38.420, 0.000
38.430, 0.000
38.440, 0.000
38.450, 0.000
38.460, 0.000
38.470, 0.000
38.480, 0.000
38.490, 0.000
38.500, 0.000
38.510, 0.000
38.520, 0.000
38.530, 0.000
38.540, 0.000
38.550, 0.000
38.560, 0.000
38.570, 0.000
38.580, 0.001
38.590, 0.001
38.600, 0.002
38.610, 0.004
38.620, 0.005
38.630, 0.007
38.640, 0.009
38.650, 0.011
38.660, 0.013
38.670, 0.015
38.680, 0.017
38.690, 0.022
38.700, 0.031
38.710, 0.047
38.720, 0.073
38.730, 0.112
38.740, 0.167
38.750, 0.244
38.760, 0.357
38.770, 0.540
38.780, 0.849
38.790, 1.368
38.800, 2.188
38.810, 3.375
38.820, 4.928
38.830, 6.732
38.840, 8.557
38.850, 10.085
38.860, 11.006
38.870, 11.119
38.880, 10.426
38.890, 9.147
38.900, 7.651
38.910, 6.325
38.920, 5.445
38.930, 5.095
38.940, 5.168
38.950, 5.430
38.960, 5.617
38.970, 5.524
38.980, 5.068
38.990, 4.295
39.000, 3.345
39.010, 2.386
39.020, 1.556
39.030, 0.926
39.040, 0.502
39.050, 0.248
39.060, 0.112
39.070, 0.046
39.080, 0.017
39.090, 0.006
39.100, 0.003
39.110, 0.002
39.120, 0.004
39.130, 0.008
39.140, 0.016
39.150, 0.027
39.160, 0.043
39.170, 0.064
39.180, 0.089
39.190, 0.117
39.200, 0.145
39.210, 0.176
39.220, 0.210
39.230, 0.251
39.240, 0.300
39.250, 0.358
39.260, 0.431
39.270, 0.537
39.280, 0.718
39.290, 1.043
39.300, 1.595
39.310, 2.436
39.320, 3.557
39.330, 4.837
39.340, 6.043
39.350, 6.896
39.360, 7.172
39.370, 6.804
39.380, 5.921
39.390, 4.798
39.400, 3.753
39.410, 3.033
39.420, 2.745
39.430, 2.838
39.440, 3.149
39.450, 3.466
39.460, 3.604
39.470, 3.471
39.480, 3.080
39.490, 2.525
39.500, 1.931
39.510, 1.402
39.520, 0.989
39.530, 0.695
39.540, 0.499
39.550, 0.370
39.560, 0.284
39.570, 0.229
39.580, 0.197
39.590, 0.184
39.600, 0.183
39.610, 0.188
39.620, 0.190
39.630, 0.185
39.640, 0.171
39.650, 0.148
39.660, 0.120
39.670, 0.091
39.680, 0.064
39.690, 0.042
39.700, 0.025
39.710, 0.014
39.720, 0.007
39.730, 0.003
39.740, 0.001
39.750, 0.001
39.760, 0.000
39.770, 0.000
39.780, 0.000
39.790, 0.000
39.800, 0.000
39.810, 0.000
39.820, 0.000
39.830, 0.000
39.840, 0.000
39.850, 0.000
39.860, 0.000
39.870, 0.000
39.880, 0.000
39.890, 0.000
39.900, 0.000
39.910, 0.000
39.920, 0.000
39.930, 0.000
39.940, 0.000
39.950, 0.000
39.960, 0.000
39.970, 0.000
39.980, 0.000
39.990, 0.000
40.000, 0.000
40.010, 0.000
40.020, 0.000
40.030, 0.000
40.040, 0.000
40.050, 0.000
40.060, 0.000
40.070, 0.000
40.080, 0.000
40.090, 0.000
40.100, 0.000
40.110, 0.000
40.120, 0.000
40.130, 0.000
40.140, 0.000
40.150, 0.000
40.160, 0.000
40.170, 0.000
40.180, 0.000
40.190, 0.000
40.200, 0.000
40.210, 0.000
40.220, 0.000
40.230, 0.000
40.240, 0.001
40.250, 0.003
40.260, 0.008
40.270, 0.017
40.280, 0.033
40.290, 0.059
40.300, 0.096
40.310, 0.142
40.320, 0.193
40.330, 0.243
40.340, 0.287
40.350, 0.321
40.360, 0.348
40.370, 0.373
40.380, 0.405
40.390, 0.450
40.400, 0.517
40.410, 0.605
40.420, 0.708
40.430, 0.810
40.440, 0.890
40.450, 0.931
40.460, 0.923
40.470, 0.871
40.480, 0.791
40.490, 0.700
40.500, 0.616
40.510, 0.547
40.520, 0.500
40.530, 0.471
40.540, 0.453
40.550, 0.437
40.560, 0.413
40.570, 0.378
40.580, 0.331
40.590, 0.277
40.600, 0.222
40.610, 0.170
40.620, 0.124
40.630, 0.086
40.640, 0.056
40.650, 0.034
40.660, 0.019
40.670, 0.010
40.680, 0.005
40.690, 0.002
40.700, 0.001
40.710, 0.000
40.720, 0.000
40.730, 0.000
40.740, 0.000
40.750, 0.000
40.760, 0.000
40.770, 0.000
40.780, 0.001
40.790, 0.002
40.800, 0.004
40.810, 0.009
40.820, 0.016
40.830, 0.028
40.840, 0.044
40.850, 0.065
40.860, 0.086
40.870, 0.106
40.880, 0.121
40.890, 0.128
40.900, 0.126
40.910, 0.116
40.920, 0.101
40.930, 0.085
40.940, 0.071
40.950, 0.062
40.960, 0.059
40.970, 0.060
40.980, 0.063
40.990, 0.065
41.000, 0.065
41.010, 0.061
41.020, 0.054
41.030, 0.044
41.040, 0.033
41.050, 0.023
41.060, 0.015
41.070, 0.009
41.080, 0.005
41.090, 0.003
41.100, 0.001
41.110, 0.000
41.120, 0.000
41.130, 0.000
41.140, 0.000
41.150, 0.000
41.160, 0.000
41.170, 0.000
41.180, 0.000
41.190, 0.000
41.200, 0.000
41.210, 0.000
41.220, 0.000
41.230, 0.000
41.240, 0.000
41.250, 0.000
41.260, 0.000
41.270, 0.000
41.280, 0.000
41.290, 0.000
41.300, 0.000
41.310, 0.000
41.320, 0.000
41.330, 0.000
41.340, 0.000
41.350, 0.000
41.360, 0.000
41.370, 0.000
41.380, 0.000
41.390, 0.000
41.400, 0.000
41.410, 0.000
41.420, 0.000
41.430, 0.000
41.440, 0.000
41.450, 0.000
41.460, 0.000
41.470, 0.000
41.480, 0.000
41.490, 0.000
41.500, 0.000
41.510, 0.000
41.520, 0.000
41.530, 0.000
41.540, 0.000
41.550, 0.000
41.560, 0.000
41.570, 0.000
41.580, 0.000
41.590, 0.000
41.600, 0.000
41.610, 0.000
41.620, 0.000
41.630, 0.000
41.640, 0.000
41.650, 0.000
41.660, 0.000
41.670, 0.000
41.680, 0.000
41.690, 0.000
41.700, 0.000
41.710, 0.000
41.720, 0.000
41.730, 0.000
41.740, 0.000
41.750, 0.000
41.760, 0.000
41.770, 0.000
41.780, 0.000
41.790, 0.000
41.800, 0.000
41.810, 0.000
41.820, 0.000
41.830, 0.000
41.840, 0.000
41.850, 0.000
41.860, 0.000
41.870, 0.000
41.880, 0.000
41.890, 0.000
41.900, 0.000
41.910, 0.000
41.920, 0.000
41.930, 0.000
41.940, 0.000
41.950, 0.000
41.960, 0.000
41.970, 0.000
41.980, 0.000
41.990, 0.001
42.000, 0.002
42.010, 0.006
42.020, 0.011
42.030, 0.022
42.040, 0.038
42.050, 0.062
42.060, 0.094
42.070, 0.133
42.080, 0.177
42.090, 0.221
42.100, 0.259
42.110, 0.283
42.120, 0.288
42.130, 0.274
42.140, 0.245
42.150, 0.207
42.160, 0.170
42.170, 0.141
42.180, 0.126
42.190, 0.123
42.200, 0.129
42.210, 0.138
42.220, 0.145
42.230, 0.144
42.240, 0.134
42.250, 0.116
42.260, 0.093
42.270, 0.068
42.280, 0.046
42.290, 0.029
42.300, 0.016
42.310, 0.009
42.320, 0.004
42.330, 0.002
42.340, 0.001
42.350, 0.000
42.360, 0.000
42.370, 0.000
42.380, 0.000
42.390, 0.000
42.400, 0.000
42.410, 0.000
42.420, 0.000
42.430, 0.000
42.440, 0.000
42.450, 0.000
42.460, 0.000
42.470, 0.000
42.480, 0.000
42.490, 0.000
42.500, 0.000
42.510, 0.000
42.520, 0.000
42.530, 0.000
42.540, 0.000
42.550, 0.000
42.560, 0.000
42.570, 0.000
42.580, 0.000
42.590, 0.000
42.600, 0.000
42.610, 0.000
42.620, 0.000
42.630, 0.000
42.640, 0.000
42.650, 0.000
42.660, 0.000
42.670, 0.000
42.680, 0.000
42.690, 0.000
42.700, 0.000
42.710, 0.001
42.720, 0.002
42.730, 0.004
42.740, 0.007
42.750, 0.013
42.760, 0.022
42.770, 0.035
42.780, 0.052
42.790, 0.077
42.800, 0.113
42.810, 0.170
42.820, 0.260
42.830, 0.394
42.840, 0.579
42.850, 0.809
42.860, 1.061
42.870, 1.300
42.880, 1.484
42.890, 1.579
42.900, 1.566
42.910, 1.452
42.920, 1.267
42.930, 1.054
42.940, 0.862
42.950, 0.726
42.960, 0.662
42.970, 0.664
42.980, 0.708
42.990, 0.760
43.000, 0.790
43.010, 0.778
43.020, 0.718
43.030, 0.617
43.040, 0.492
43.050, 0.363
43.060, 0.248
43.070, 0.156
43.080, 0.090
43.090, 0.048
43.100, 0.023
43.110, 0.010
43.120, 0.004
43.130, 0.002
43.140, 0.001
43.150, 0.000
43.160, 0.000
43.170, 0.000
43.180, 0.000
43.190, 0.000
43.200, 0.000
43.210, 0.000
43.220, 0.000
43.230, 0.000
43.240, 0.000
43.250, 0.000
43.260, 0.000
43.270, 0.000
43.280, 0.000
43.290, 0.000
43.300, 0.000
43.310, 0.000
43.320, 0.000
43.330, 0.000
43.340, 0.000
43.350, 0.000
43.360, 0.000
43.370, 0.000
43.380, 0.000
43.390, 0.000
43.400, 0.000
43.410, 0.000
43.420, 0.000
43.430, 0.000
43.440, 0.000
43.450, 0.000
43.460, 0.000
43.470, 0.000
43.480, 0.000
43.490, 0.000
43.500, 0.000
43.510, 0.000
43.520, 0.000
43.530, 0.000
43.540, 0.000
43.550, 0.000
43.560, 0.000
43.570, 0.000
43.580, 0.000
43.590, 0.000
43.600, 0.000
43.610, 0.000
43.620, 0.000
43.630, 0.000
43.640, 0.001
43.650, 0.001
43.660, 0.003
43.670, 0.005
43.680, 0.009
43.690, 0.014
43.700, 0.021
43.710, 0.028
43.720, 0.034
43.730, 0.037
43.740, 0.037
43.750, 0.034
43.760, 0.029
43.770, 0.023
43.780, 0.017
43.790, 0.013
43.800, 0.011
43.810, 0.012
43.820, 0.014
43.830, 0.016
43.840, 0.018
43.850, 0.019
43.860, 0.018
43.870, 0.016
43.880, 0.013
43.890, 0.010
43.900, 0.010
43.910, 0.016
43.920, 0.039
43.930, 0.098
43.940, 0.235
43.950, 0.518
43.960, 1.049
43.970, 1.951
43.980, 3.345
43.990, 5.308
44.000, 7.835
44.010, 10.819
44.020, 14.059
44.030, 17.271
44.040, 20.111
44.050, 22.200
44.060, 23.187
44.070, 22.853
44.080, 21.234
44.090, 18.670
44.100, 15.740
44.110, 13.071
44.120, 11.142
44.130, 10.157
44.140, 10.033
44.150, 10.487
44.160, 11.137
44.170, 11.605
44.180, 11.585
44.190, 10.913
44.200, 9.605
44.210, 7.844
44.220, 5.914
44.230, 4.105
44.240, 2.618
44.250, 1.535
44.260, 0.829
44.270, 0.418
44.280, 0.202
44.290, 0.103
44.300, 0.064
44.310, 0.057
44.320, 0.065
44.330, 0.079
44.340, 0.096
44.350, 0.110
44.360, 0.120
44.370, 0.125
44.380, 0.124
44.390, 0.120
44.400, 0.114
44.410, 0.107
44.420, 0.098
44.430, 0.090
44.440, 0.083
44.450, 0.078
44.460, 0.074
44.470, 0.071
44.480, 0.069
44.490, 0.066
44.500, 0.063
44.510, 0.059
44.520, 0.053
44.530, 0.047
44.540, 0.040
44.550, 0.032
44.560, 0.024
44.570, 0.016
44.580, 0.010
44.590, 0.006
44.600, 0.003
44.610, 0.002
44.620, 0.001
44.630, 0.000
44.640, 0.000
44.650, 0.000
44.660, 0.000
44.670, 0.000
44.680, 0.000
44.690, 0.000
44.700, 0.000
44.710, 0.000
44.720, 0.000
44.730, 0.000
44.740, 0.000
44.750, 0.000
44.760, 0.000
44.770, 0.000
44.780, 0.000
44.790, 0.000
44.800, 0.000
44.810, 0.000
44.820, 0.000
44.830, 0.000
44.840, 0.000
44.850, 0.000
44.860, 0.000
44.870, 0.000
44.880, 0.000
44.890, 0.000
44.900, 0.000
44.910, 0.000
44.920, 0.000
44.930, 0.000
44.940, 0.000
44.950, 0.000
44.960, 0.000
44.970, 0.000
44.980, 0.000
44.990, 0.000
45.000, 0.000
45.010, 0.000
45.020, 0.000
45.030, 0.000
45.040, 0.000
45.050, 0.001
45.060, 0.002
45.070, 0.007
45.080, 0.019
45.090, 0.047
45.100, 0.104
45.110, 0.215
45.120, 0.410
45.130, 0.721
45.140, 1.180
45.150, 1.801
45.160, 2.579
45.170, 3.478
45.180, 4.437
45.190, 5.363
45.200, 6.144
45.210, 6.659
45.220, 6.808
45.230, 6.550
45.240, 5.934
45.250, 5.094
45.260, 4.213
45.270, 3.469
45.280, 2.979
45.290, 2.778
45.300, 2.825
45.310, 3.030
45.320, 3.280
45.330, 3.463
45.340, 3.492
45.350, 3.323
45.360, 2.959
45.370, 2.455
45.380, 1.890
45.390, 1.349
45.400, 0.893
45.410, 0.549
45.420, 0.317
45.430, 0.178
45.440, 0.105
45.450, 0.076
45.460, 0.071
45.470, 0.077
45.480, 0.086
45.490, 0.090
45.500, 0.087
45.510, 0.078
45.520, 0.064
45.530, 0.048
45.540, 0.033
45.550, 0.020
45.560, 0.012
45.570, 0.006
45.580, 0.003
45.590, 0.001
45.600, 0.001
45.610, 0.000
45.620, 0.000
45.630, 0.000
45.640, 0.000
45.650, 0.000
45.660, 0.000
45.670, 0.000
45.680, 0.000
45.690, 0.000
45.700, 0.000
45.710, 0.000
45.720, 0.000
45.730, 0.000
45.740, 0.000
45.750, 0.000
45.760, 0.000
45.770, 0.000
45.780, 0.000
45.790, 0.000
45.800, 0.000
45.810, 0.000
45.820, 0.000
45.830, 0.000
45.840, 0.000
45.850, 0.000
45.860, 0.000
45.870, 0.000
45.880, 0.000
45.890, 0.000
45.900, 0.000
45.910, 0.000
45.920, 0.000
45.930, 0.000
45.940, 0.000
45.950, 0.000
45.960, 0.000
45.970, 0.000
45.980, 0.000
45.990, 0.000
46.000, 0.000
46.010, 0.000
46.020, 0.000
46.030, 0.000
46.040, 0.000
46.050, 0.000
46.060, 0.000
46.070, 0.000
46.080, 0.000
46.090, 0.000
46.100, 0.000
46.110, 0.000
46.120, 0.000
46.130, 0.000
46.140, 0.000
46.150, 0.000
46.160, 0.000
46.170, 0.000
46.180, 0.000
46.190, 0.000
46.200, 0.000
46.210, 0.000
46.220, 0.000
46.230, 0.000
46.240, 0.000
46.250, 0.000
46.260, 0.000
46.270, 0.000
46.280, 0.000
46.290, 0.000
46.300, 0.000
46.310, 0.000
46.320, 0.000
46.330, 0.000
46.340, 0.000
46.350, 0.000
46.360, 0.000
46.370, 0.000
46.380, 0.000
46.390, 0.000
46.400, 0.000
46.410, 0.000
46.420, 0.000
46.430, 0.000
46.440, 0.000
46.450, 0.000
46.460, 0.000
46.470, 0.000
46.480, 0.000
46.490, 0.000
46.500, 0.000
46.510, 0.000
46.520, 0.000
46.530, 0.000
46.540, 0.000
46.550, 0.000
46.560, 0.000
46.570, 0.001
46.580, 0.001
46.590, 0.002
46.600, 0.003
46.610, 0.004
46.620, 0.005
46.630, 0.005
46.640, 0.006
46.650, 0.005
46.660, 0.005
46.670, 0.004
46.680, 0.003
46.690, 0.002
46.700, 0.002
46.710, 0.002
46.720, 0.003
46.730, 0.005
46.740, 0.008
46.750, 0.014
46.760, 0.022
46.770, 0.033
46.780, 0.046
46.790, 0.060
46.800, 0.072
46.810, 0.080
46.820, 0.081
46.830, 0.075
46.840, 0.064
46.850, 0.051
46.860, 0.038
46.870, 0.028
46.880, 0.022
46.890, 0.021
46.900, 0.023
46.910, 0.029
46.920, 0.034
46.930, 0.038
46.940, 0.040
46.950, 0.038
46.960, 0.034
46.970, 0.027
46.980, 0.020
46.990, 0.014
47.000, 0.009
47.010, 0.005
47.020, 0.004
47.030, 0.004
47.040, 0.006
47.050, 0.010
47.060, 0.021
47.070, 0.044
47.080, 0.096
47.090, 0.211
47.100, 0.451
47.110, 0.916
47.120, 1.749
47.130, 3.117
47.140, 5.172
47.150, 7.984
47.160, 11.468
47.170, 15.331
47.180, 19.074
47.190, 22.083
47.200, 23.775
47.210, 23.790
47.220, 22.123
47.230, 19.158
47.240, 15.565
47.250, 12.102
47.260, 9.407
47.270, 7.852
47.280, 7.500
47.290, 8.138
47.300, 9.368
47.310, 10.710
47.320, 11.703
47.330, 12.010
47.340, 11.481
47.350, 10.180
47.360, 8.350
47.370, 6.324
47.380, 4.415
47.390, 2.836
47.400, 1.675
47.410, 0.908
47.420, 0.452
47.430, 0.206
47.440, 0.086
47.450, 0.033
47.460, 0.012
47.470, 0.004
47.480, 0.001
47.490, 0.000
47.500, 0.000
47.510, 0.000
47.520, 0.000
47.530, 0.000
47.540, 0.000
47.550, 0.000
47.560, 0.000
47.570, 0.000
47.580, 0.000
47.590, 0.000
47.600, 0.000
47.610, 0.000
47.620, 0.000
47.630, 0.000
47.640, 0.000
47.650, 0.000
47.660, 0.000
47.670, 0.000
47.680, 0.000
47.690, 0.000
47.700, 0.000
47.710, 0.000
47.720, 0.000
47.730, 0.000
47.740, 0.000
47.750, 0.000
47.760, 0.000
47.770, 0.000
47.780, 0.000
47.790, 0.000
47.800, 0.000
47.810, 0.000
47.820, 0.000
47.830, 0.000
47.840, 0.000
47.850, 0.000
47.860, 0.000
47.870, 0.000
47.880, 0.000
47.890, 0.000
47.900, 0.000
47.910, 0.000
47.920, 0.000
47.930, 0.000
47.940, 0.000
47.950, 0.000
47.960, 0.000
47.970, 0.000
47.980, 0.000
47.990, 0.000
48.000, 0.000
48.010, 0.000
48.020, 0.000
48.030, 0.001
48.040, 0.001
48.050, 0.002
48.060, 0.004
48.070, 0.006
48.080, 0.009
48.090, 0.013
48.100, 0.016
48.110, 0.018
48.120, 0.019
48.130, 0.018
48.140, 0.016
48.150, 0.014
48.160, 0.011
48.170, 0.009
48.180, 0.008
48.190, 0.007
48.200, 0.008
48.210, 0.009
48.220, 0.010
48.230, 0.011
48.240, 0.011
48.250, 0.011
48.260, 0.010
48.270, 0.008
48.280, 0.007
48.290, 0.005
48.300, 0.004
48.310, 0.003
48.320, 0.002
48.330, 0.002
48.340, 0.002
48.350, 0.001
48.360, 0.001
48.370, 0.001
48.380, 0.002
48.390, 0.005
48.400, 0.013
48.410, 0.034
48.420, 0.082
48.430, 0.180
48.440, 0.369
48.450, 0.700
48.460, 1.235
48.470, 2.037
48.480, 3.157
48.490, 4.624
48.500, 6.430
48.510, 8.515
48.520, 10.753
48.530, 12.932
48.540, 14.767
48.550, 15.950
48.560, 16.230
48.570, 15.520
48.580, 13.947
48.590, 11.835
48.600, 9.617
48.610, 7.702
48.620, 6.374
48.630, 5.742
48.640, 5.755
48.650, 6.243
48.660, 6.967
48.670, 7.668
48.680, 8.107
48.690, 8.111
48.700, 7.613
48.710, 6.667
48.720, 5.427
48.730, 4.095
48.740, 2.860
48.750, 1.846
48.760, 1.102
48.770, 0.612
48.780, 0.319
48.790, 0.162
48.800, 0.086
48.810, 0.053
48.820, 0.039
48.830, 0.032
48.840, 0.026
48.850, 0.021
48.860, 0.015
48.870, 0.011
48.880, 0.007
48.890, 0.004
48.900, 0.002
48.910, 0.001
48.920, 0.001
48.930, 0.000
48.940, 0.000
48.950, 0.000
48.960, 0.000
48.970, 0.000
48.980, 0.000
48.990, 0.000
49.000, 0.000
49.010, 0.000
49.020, 0.000
49.030, 0.000
49.040, 0.000
49.050, 0.000
49.060, 0.000
49.070, 0.000
49.080, 0.000
49.090, 0.000
49.100, 0.000
49.110, 0.000
49.120, 0.000
49.130, 0.000
49.140, 0.000
49.150, 0.000
49.160, 0.000
49.170, 0.000
49.180, 0.000
49.190, 0.000
49.200, 0.000
49.210, 0.000
49.220, 0.000
49.230, 0.000
49.240, 0.000
49.250, 0.000
49.260, 0.000
49.270, 0.000
49.280, 0.000
49.290, 0.000
49.300, 0.000
49.310, 0.000
49.320, 0.000
49.330, 0.000
49.340, 0.000
49.350, 0.000
49.360, 0.000
49.370, 0.000
49.380, 0.000
49.390, 0.000
49.400, 0.000
49.410, 0.000
49.420, 0.000
49.430, 0.000
49.440, 0.000
49.450, 0.000
49.460, 0.000
49.470, 0.000
49.480, 0.000
49.490, 0.000
49.500, 0.000
49.510, 0.000
49.520, 0.000
49.530, 0.000
49.540, 0.000
49.550, 0.000
49.560, 0.000
49.570, 0.000
49.580, 0.000
49.590, 0.000
49.600, 0.000
49.610, 0.000
49.620, 0.000
49.630, 0.000
49.640, 0.000
49.650, 0.000
49.660, 0.001
49.670, 0.002
49.680, 0.006
49.690, 0.015
49.700, 0.035
49.710, 0.073
49.720, 0.140
49.730, 0.247
49.740, 0.400
49.750, 0.593
49.760, 0.806
49.770, 1.004
49.780, 1.147
49.790, 1.201
49.800, 1.153
