##NAMES=Claudetite
##RRUFFID=R050313
##IDEAL CHEMISTRY=As^3+^_2_O_3_
##LOCALITY=Jáchymov, Erzgebirge Region, Czech Republic
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Colorless prismatic crystals scattered on the matrix
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R050313
##MEASURED CHEMISTRY=As_2.00_O_3_ ; trace amounts of Al, gray phase
##CELL PARAMETERS=a: 5.248(2) b: 12.964(4) c: 4.509(2) alpha: 90 beta: 94.06(3) gamma: 90 volume: 306.0(6) crystal system: monoclinic
34.870, 2.822
34.880, 4.944
34.890, 7.821
34.900, 11.169
34.910, 14.403
34.920, 16.786
34.930, 17.711
34.940, 16.993
34.950, 14.983
34.960, 12.436
34.970, 10.181
34.980, 8.790
34.990, 8.383
35.000, 8.650
35.010, 9.045
35.020, 9.051
35.030, 8.389
35.040, 7.095
35.050, 5.440
35.060, 3.771
35.070, 2.362
35.080, 1.335
35.090, 0.682
35.100, 0.314
35.110, 0.131
35.120, 0.049
35.130, 0.017
35.140, 0.005
35.150, 0.001
35.160, 0.000
35.170, 0.000
35.180, 0.000
35.190, 0.000
35.200, 0.000
35.210, 0.000
35.220, 0.000
35.230, 0.000
35.240, 0.000
35.250, 0.000
35.260, 0.000
35.270, 0.000
35.280, 0.000
35.290, 0.000
35.300, 0.000
35.310, 0.000
35.320, 0.000
35.330, 0.000
35.340, 0.000
35.350, 0.000
35.360, 0.000
35.370, 0.000
35.380, 0.000
35.390, 0.000
35.400, 0.000
35.410, 0.000
35.420, 0.000
35.430, 0.000
35.440, 0.000
35.450, 0.000
35.460, 0.000
35.470, 0.000
35.480, 0.000
35.490, 0.000
35.500, 0.000
35.510, 0.000
35.520, 0.000
35.530, 0.000
35.540, 0.000
35.550, 0.000
35.560, 0.000
35.570, 0.000
35.580, 0.000
35.590, 0.000
35.600, 0.000
35.610, 0.000
35.620, 0.000
35.630, 0.000
35.640, 0.000
35.650, 0.000
35.660, 0.000
35.670, 0.000
35.680, 0.000
35.690, 0.000
35.700, 0.000
35.710, 0.000
35.720, 0.000
35.730, 0.000
35.740, 0.000
35.750, 0.000
35.760, 0.000
35.770, 0.000
35.780, 0.000
35.790, 0.000
35.800, 0.000
35.810, 0.000
35.820, 0.000
35.830, 0.000
35.840, 0.000
35.850, 0.000
35.860, 0.000
35.870, 0.000
35.880, 0.000
35.890, 0.000
35.900, 0.000
35.910, 0.000
35.920, 0.000
35.930, 0.000
35.940, 0.000
35.950, 0.000
35.960, 0.000
35.970, 0.000
35.980, 0.000
35.990, 0.000
36.000, 0.000
36.010, 0.000
36.020, 0.000
36.030, 0.000
36.040, 0.000
36.050, 0.000
36.060, 0.000
36.070, 0.000
36.080, 0.000
36.090, 0.000
36.100, 0.000
36.110, 0.000
36.120, 0.000
36.130, 0.000
36.140, 0.000
36.150, 0.000
36.160, 0.000
36.170, 0.000
36.180, 0.000
36.190, 0.000
36.200, 0.000
36.210, 0.000
36.220, 0.000
36.230, 0.000
36.240, 0.000
36.250, 0.000
36.260, 0.000
36.270, 0.000
36.280, 0.000
36.290, 0.000
36.300, 0.000
36.310, 0.000
36.320, 0.000
36.330, 0.000
36.340, 0.000
36.350, 0.000
36.360, 0.000
36.370, 0.000
36.380, 0.000
36.390, 0.000
36.400, 0.000
36.410, 0.000
36.420, 0.000
36.430, 0.000
36.440, 0.000
36.450, 0.000
36.460, 0.000
36.470, 0.000
36.480, 0.000
36.490, 0.000
36.500, 0.000
36.510, 0.000
36.520, 0.000
36.530, 0.000
36.540, 0.000
36.550, 0.000
36.560, 0.000
36.570, 0.000
36.580, 0.000
36.590, 0.000
36.600, 0.000
36.610, 0.000
36.620, 0.000
36.630, 0.000
36.640, 0.000
36.650, 0.000
36.660, 0.000
36.670, 0.000
36.680, 0.000
36.690, 0.000
36.700, 0.000
36.710, 0.000
36.720, 0.000
36.730, 0.000
36.740, 0.000
36.750, 0.000
36.760, 0.000
36.770, 0.000
36.780, 0.000
36.790, 0.000
36.800, 0.000
36.810, 0.000
36.820, 0.000
36.830, 0.000
36.840, 0.000
36.850, 0.000
36.860, 0.000
36.870, 0.000
36.880, 0.000
36.890, 0.000
36.900, 0.001
36.910, 0.004
36.920, 0.012
36.930, 0.032
36.940, 0.081
36.950, 0.183
36.960, 0.373
36.970, 0.690
36.980, 1.154
36.990, 1.745
37.000, 2.390
37.010, 2.962
37.020, 3.325
37.030, 3.387
37.040, 3.144
37.050, 2.689
37.060, 2.174
37.070, 1.750
37.080, 1.511
37.090, 1.469
37.100, 1.560
37.110, 1.681
37.120, 1.732
37.130, 1.651
37.140, 1.438
37.150, 1.137
37.160, 0.815
37.170, 0.528
37.180, 0.310
37.190, 0.165
37.200, 0.079
37.210, 0.034
37.220, 0.014
37.230, 0.005
37.240, 0.002
37.250, 0.000
37.260, 0.000
37.270, 0.000
37.280, 0.000
37.290, 0.000
37.300, 0.000
37.310, 0.000
37.320, 0.000
37.330, 0.000
37.340, 0.000
37.350, 0.000
37.360, 0.000
37.370, 0.000
37.380, 0.000
37.390, 0.000
37.400, 0.000
37.410, 0.000
37.420, 0.000
37.430, 0.000
37.440, 0.000
37.450, 0.000
37.460, 0.000
37.470, 0.000
37.480, 0.000
37.490, 0.000
37.500, 0.000
37.510, 0.000
37.520, 0.000
37.530, 0.000
37.540, 0.000
37.550, 0.000
37.560, 0.000
37.570, 0.000
37.580, 0.000
37.590, 0.000
37.600, 0.001
37.610, 0.002
37.620, 0.005
37.630, 0.014
37.640, 0.033
37.650, 0.073
37.660, 0.147
37.670, 0.267
37.680, 0.438
37.690, 0.652
37.700, 0.879
37.710, 1.072
37.720, 1.186
37.730, 1.192
37.740, 1.092
37.750, 0.923
37.760, 0.739
37.770, 0.593
37.780, 0.513
37.790, 0.504
37.800, 0.541
37.810, 0.589
37.820, 0.611
37.830, 0.587
37.840, 0.514
37.850, 0.410
37.860, 0.296
37.870, 0.194
37.880, 0.115
37.890, 0.062
37.900, 0.030
37.910, 0.013
37.920, 0.005
37.930, 0.002
37.940, 0.001
37.950, 0.000
37.960, 0.000
37.970, 0.000
37.980, 0.000
37.990, 0.000
38.000, 0.000
38.010, 0.000
38.020, 0.000
38.030, 0.000
38.040, 0.000
38.050, 0.000
38.060, 0.000
38.070, 0.000
38.080, 0.000
38.090, 0.000
38.100, 0.000
38.110, 0.000
38.120, 0.000
38.130, 0.000
38.140, 0.000
38.150, 0.000
38.160, 0.000
38.170, 0.000
38.180, 0.000
38.190, 0.000
38.200, 0.000
38.210, 0.000
38.220, 0.000
38.230, 0.000
38.240, 0.000
38.250, 0.000
38.260, 0.000
38.270, 0.000
38.280, 0.000
38.290, 0.000
38.300, 0.000
38.310, 0.000
38.320, 0.000
38.330, 0.000
38.340, 0.000
38.350, 0.000
38.360, 0.000
38.370, 0.000
38.380, 0.000
38.390, 0.000
38.400, 0.000
38.410, 0.000
38.420, 0.000
38.430, 0.000
38.440, 0.000
38.450, 0.000
38.460, 0.000
38.470, 0.000
38.480, 0.000
38.490, 0.000
38.500, 0.000
38.510, 0.000
38.520, 0.000
38.530, 0.000
38.540, 0.000
38.550, 0.000
38.560, 0.000
38.570, 0.000
38.580, 0.000
38.590, 0.000
38.600, 0.000
38.610, 0.000
38.620, 0.000
38.630, 0.000
38.640, 0.000
38.650, 0.000
38.660, 0.000
38.670, 0.000
38.680, 0.000
38.690, 0.000
38.700, 0.000
38.710, 0.000
38.720, 0.000
38.730, 0.000
38.740, 0.000
38.750, 0.000
38.760, 0.000
38.770, 0.000
38.780, 0.000
38.790, 0.000
38.800, 0.000
38.810, 0.000
38.820, 0.001
38.830, 0.002
38.840, 0.006
38.850, 0.018
38.860, 0.048
38.870, 0.117
38.880, 0.257
38.890, 0.515
38.900, 0.935
38.910, 1.539
38.920, 2.297
38.930, 3.109
38.940, 3.817
38.950, 4.253
38.960, 4.305
38.970, 3.974
38.980, 3.373
38.990, 2.692
39.000, 2.118
39.010, 1.777
39.020, 1.698
39.030, 1.821
39.040, 2.026
39.050, 2.185
39.060, 2.213
39.070, 2.101
39.080, 1.929
39.090, 1.843
39.100, 2.013
39.110, 2.582
39.120, 3.595
39.130, 4.961
39.140, 6.436
39.150, 7.677
39.160, 8.351
39.170, 8.274
39.180, 7.487
39.190, 6.250
39.200, 4.939
39.210, 3.900
39.220, 3.340
39.230, 3.280
39.240, 3.572
39.250, 3.971
39.260, 4.228
39.270, 4.173
39.280, 3.767
39.290, 3.095
39.300, 2.308
39.310, 1.562
39.320, 0.959
39.330, 0.534
39.340, 0.270
39.350, 0.124
39.360, 0.051
39.370, 0.019
39.380, 0.007
39.390, 0.002
39.400, 0.001
39.410, 0.000
39.420, 0.000
39.430, 0.000
39.440, 0.000
39.450, 0.000
39.460, 0.000
39.470, 0.000
39.480, 0.000
39.490, 0.000
39.500, 0.000
39.510, 0.000
39.520, 0.000
39.530, 0.000
39.540, 0.000
39.550, 0.000
39.560, 0.000
39.570, 0.000
39.580, 0.000
39.590, 0.000
39.600, 0.000
39.610, 0.000
39.620, 0.001
39.630, 0.003
39.640, 0.012
39.650, 0.038
39.660, 0.110
39.670, 0.291
39.680, 0.697
39.690, 1.514
39.700, 2.985
39.710, 5.341
39.720, 8.672
39.730, 12.780
39.740, 17.094
39.750, 20.755
39.760, 22.887
39.770, 22.948
39.780, 20.991
39.790, 17.666
39.800, 13.977
39.810, 10.910
39.820, 9.107
39.830, 8.717
39.840, 9.417
39.850, 10.578
39.860, 11.499
39.870, 11.647
39.880, 10.814
39.890, 9.147
39.900, 7.031
39.910, 4.908
39.920, 3.109
39.930, 1.788
39.940, 0.933
39.950, 0.442
39.960, 0.190
39.970, 0.074
39.980, 0.026
39.990, 0.008
40.000, 0.002
40.010, 0.001
40.020, 0.000
40.030, 0.000
40.040, 0.000
40.050, 0.000
40.060, 0.000
40.070, 0.000
40.080, 0.000
40.090, 0.000
40.100, 0.000
40.110, 0.000
40.120, 0.000
40.130, 0.001
40.140, 0.002
40.150, 0.007
40.160, 0.021
40.170, 0.056
40.180, 0.134
40.190, 0.291
40.200, 0.576
40.210, 1.035
40.220, 1.689
40.230, 2.505
40.240, 3.376
40.250, 4.139
40.260, 4.619
40.270, 4.704
40.280, 4.390
40.290, 3.796
40.300, 3.114
40.310, 2.550
40.320, 2.270
40.330, 2.365
40.340, 2.853
40.350, 3.678
40.360, 4.718
40.370, 5.794
40.380, 6.695
40.390, 7.217
40.400, 7.223
40.410, 6.693
40.420, 5.743
40.430, 4.592
40.440, 3.492
40.450, 2.657
40.460, 2.198
40.470, 2.111
40.480, 2.293
40.490, 2.578
40.500, 2.795
40.510, 2.818
40.520, 2.604
40.530, 2.193
40.540, 1.679
40.550, 1.168
40.560, 0.738
40.570, 0.424
40.580, 0.221
40.590, 0.105
40.600, 0.045
40.610, 0.018
40.620, 0.006
40.630, 0.002
40.640, 0.001
40.650, 0.000
40.660, 0.000
40.670, 0.000
40.680, 0.000
40.690, 0.000
40.700, 0.000
40.710, 0.000
40.720, 0.000
40.730, 0.000
40.740, 0.000
40.750, 0.000
40.760, 0.000
40.770, 0.000
40.780, 0.000
40.790, 0.000
40.800, 0.000
40.810, 0.000
40.820, 0.000
40.830, 0.000
40.840, 0.000
40.850, 0.000
40.860, 0.000
40.870, 0.000
40.880, 0.000
40.890, 0.000
40.900, 0.000
40.910, 0.000
40.920, 0.000
40.930, 0.000
40.940, 0.001
40.950, 0.004
40.960, 0.012
40.970, 0.035
40.980, 0.091
40.990, 0.216
41.000, 0.465
41.010, 0.909
41.020, 1.617
41.030, 2.614
41.040, 3.840
41.050, 5.127
41.060, 6.222
41.070, 6.866
41.080, 6.896
41.090, 6.319
41.100, 5.320
41.110, 4.189
41.120, 3.219
41.130, 2.612
41.140, 2.434
41.150, 2.613
41.160, 2.984
41.170, 3.340
41.180, 3.504
41.190, 3.380
41.200, 2.975
41.210, 2.384
41.220, 1.737
41.230, 1.151
41.240, 0.693
41.250, 0.379
41.260, 0.188
41.270, 0.085
41.280, 0.035
41.290, 0.013
41.300, 0.004
41.310, 0.001
41.320, 0.000
41.330, 0.000
41.340, 0.000
41.350, 0.000
41.360, 0.000
41.370, 0.000
41.380, 0.000
41.390, 0.000
41.400, 0.001
41.410, 0.004
41.420, 0.011
41.430, 0.028
41.440, 0.065
41.450, 0.137
41.460, 0.262
41.470, 0.456
41.480, 0.723
41.490, 1.040
41.500, 1.362
41.510, 1.622
41.520, 1.757
41.530, 1.734
41.540, 1.562
41.550, 1.295
41.560, 1.009
41.570, 0.773
41.580, 0.635
41.590, 0.605
41.600, 0.661
41.610, 0.760
41.620, 0.851
41.630, 0.889
41.640, 0.854
41.650, 0.748
41.660, 0.596
41.670, 0.433
41.680, 0.285
41.690, 0.171
41.700, 0.093
41.710, 0.046
41.720, 0.021
41.730, 0.009
41.740, 0.003
41.750, 0.001
41.760, 0.000
41.770, 0.000
41.780, 0.000
41.790, 0.000
41.800, 0.000
41.810, 0.000
41.820, 0.000
41.830, 0.000
41.840, 0.000
41.850, 0.000
41.860, 0.000
41.870, 0.000
41.880, 0.000
41.890, 0.000
41.900, 0.000
41.910, 0.000
41.920, 0.000
41.930, 0.000
41.940, 0.000
41.950, 0.000
41.960, 0.000
41.970, 0.000
41.980, 0.000
41.990, 0.000
42.000, 0.001
42.010, 0.002
42.020, 0.003
42.030, 0.006
42.040, 0.011
42.050, 0.017
42.060, 0.023
42.070, 0.030
42.080, 0.035
42.090, 0.037
42.100, 0.036
42.110, 0.032
42.120, 0.026
42.130, 0.020
42.140, 0.016
42.150, 0.014
42.160, 0.015
42.170, 0.021
42.180, 0.034
42.190, 0.057
42.200, 0.097
42.210, 0.158
42.220, 0.246
42.230, 0.356
42.240, 0.476
42.250, 0.584
42.260, 0.654
42.270, 0.669
42.280, 0.625
42.290, 0.535
42.300, 0.425
42.310, 0.324
42.320, 0.252
42.330, 0.220
42.340, 0.227
42.350, 0.260
42.360, 0.300
42.370, 0.329
42.380, 0.334
42.390, 0.311
42.400, 0.264
42.410, 0.204
42.420, 0.143
42.430, 0.091
42.440, 0.053
42.450, 0.028
42.460, 0.014
42.470, 0.006
42.480, 0.002
42.490, 0.001
42.500, 0.000
42.510, 0.000
42.520, 0.000
42.530, 0.000
42.540, 0.000
42.550, 0.000
42.560, 0.000
42.570, 0.000
42.580, 0.000
42.590, 0.000
42.600, 0.000
42.610, 0.000
42.620, 0.000
42.630, 0.000
42.640, 0.000
42.650, 0.000
42.660, 0.000
42.670, 0.000
42.680, 0.000
42.690, 0.000
42.700, 0.000
42.710, 0.000
42.720, 0.000
42.730, 0.000
42.740, 0.000
42.750, 0.000
42.760, 0.000
42.770, 0.000
42.780, 0.000
42.790, 0.000
42.800, 0.000
42.810, 0.000
42.820, 0.000
42.830, 0.000
42.840, 0.000
42.850, 0.001
42.860, 0.004
42.870, 0.013
42.880, 0.035
42.890, 0.086
42.900, 0.193
42.910, 0.391
42.920, 0.723
42.930, 1.216
42.940, 1.864
42.950, 2.601
42.960, 3.305
42.970, 3.825
42.980, 4.034
42.990, 3.880
43.000, 3.414
43.010, 2.769
43.020, 2.116
43.030, 1.604
43.040, 1.320
43.050, 1.279
43.060, 1.431
43.070, 1.678
43.080, 1.907
43.090, 2.023
43.100, 1.971
43.110, 1.754
43.120, 1.423
43.130, 1.051
43.140, 0.708
43.150, 0.434
43.160, 0.242
43.170, 0.123
43.180, 0.057
43.190, 0.024
43.200, 0.009
43.210, 0.004
43.220, 0.002
43.230, 0.004
43.240, 0.011
43.250, 0.029
43.260, 0.071
43.270, 0.154
43.280, 0.307
43.290, 0.559
43.300, 0.929
43.310, 1.411
43.320, 1.970
43.330, 2.538
43.340, 3.044
43.350, 3.443
43.360, 3.733
43.370, 3.945
43.380, 4.116
43.390, 4.253
43.400, 4.324
43.410, 4.283
43.420, 4.101
43.430, 3.794
43.440, 3.413
43.450, 3.025
43.460, 2.683
43.470, 2.422
43.480, 2.253
43.490, 2.164
43.500, 2.124
43.510, 2.086
43.520, 1.996
43.530, 1.821
43.540, 1.556
43.550, 1.231
43.560, 0.897
43.570, 0.598
43.580, 0.365
43.590, 0.203
43.600, 0.103
43.610, 0.048
43.620, 0.020
43.630, 0.008
43.640, 0.003
43.650, 0.001
43.660, 0.000
43.670, 0.000
43.680, 0.000
43.690, 0.000
43.700, 0.000
43.710, 0.000
43.720, 0.000
43.730, 0.000
43.740, 0.000
43.750, 0.000
43.760, 0.000
43.770, 0.000
43.780, 0.000
43.790, 0.000
43.800, 0.000
43.810, 0.000
43.820, 0.000
43.830, 0.000
43.840, 0.000
43.850, 0.000
43.860, 0.000
43.870, 0.000
43.880, 0.000
43.890, 0.000
43.900, 0.000
43.910, 0.000
43.920, 0.000
43.930, 0.000
43.940, 0.000
43.950, 0.000
43.960, 0.000
43.970, 0.000
43.980, 0.000
43.990, 0.000
44.000, 0.000
44.010, 0.001
44.020, 0.002
44.030, 0.004
44.040, 0.007
44.050, 0.013
44.060, 0.022
44.070, 0.033
44.080, 0.045
44.090, 0.057
44.100, 0.064
44.110, 0.067
44.120, 0.063
44.130, 0.055
44.140, 0.044
44.150, 0.033
44.160, 0.025
44.170, 0.020
44.180, 0.020
44.190, 0.023
44.200, 0.027
44.210, 0.031
44.220, 0.033
44.230, 0.033
44.240, 0.030
44.250, 0.024
44.260, 0.018
44.270, 0.013
44.280, 0.008
44.290, 0.004
44.300, 0.002
44.310, 0.001
44.320, 0.000
44.330, 0.000
44.340, 0.000
44.350, 0.000
44.360, 0.000
44.370, 0.001
44.380, 0.003
44.390, 0.011
44.400, 0.030
44.410, 0.079
44.420, 0.188
44.430, 0.409
44.440, 0.811
44.450, 1.470
44.460, 2.435
44.470, 3.690
44.480, 5.133
44.490, 6.582
44.500, 7.837
44.510, 8.767
44.520, 9.360
44.530, 9.718
44.540, 9.973
44.550, 10.196
44.560, 10.347
44.570, 10.315
44.580, 10.006
44.590, 9.407
44.600, 8.604
44.610, 7.728
44.620, 6.901
44.630, 6.204
44.640, 5.683
44.650, 5.345
44.660, 5.163
44.670, 5.061
44.680, 4.927
44.690, 4.655
44.700, 4.188
44.710, 3.548
44.720, 2.824
44.730, 2.123
44.740, 1.529
44.750, 1.079
44.760, 0.761
44.770, 0.542
44.780, 0.388
44.790, 0.275
44.800, 0.193
44.810, 0.139
44.820, 0.111
44.830, 0.108
44.840, 0.123
44.850, 0.147
44.860, 0.171
44.870, 0.186
44.880, 0.185
44.890, 0.169
44.900, 0.141
44.910, 0.107
44.920, 0.074
44.930, 0.047
44.940, 0.027
44.950, 0.014
44.960, 0.007
44.970, 0.003
44.980, 0.001
44.990, 0.000
45.000, 0.000
45.010, 0.000
45.020, 0.000
45.030, 0.000
45.040, 0.000
45.050, 0.000
45.060, 0.000
45.070, 0.001
45.080, 0.003
45.090, 0.008
45.100, 0.016
45.110, 0.032
45.120, 0.058
45.130, 0.101
45.140, 0.165
45.150, 0.260
45.160, 0.402
45.170, 0.612
45.180, 0.908
45.190, 1.301
45.200, 1.772
45.210, 2.263
45.220, 2.685
45.230, 2.941
45.240, 2.965
45.250, 2.750
45.260, 2.354
45.270, 1.879
45.280, 1.435
45.290, 1.105
45.300, 0.935
45.310, 0.924
45.320, 1.037
45.330, 1.213
45.340, 1.381
45.350, 1.477
45.360, 1.460
45.370, 1.325
45.380, 1.100
45.390, 0.835
45.400, 0.579
45.410, 0.366
45.420, 0.212
45.430, 0.112
45.440, 0.054
45.450, 0.024
45.460, 0.009
45.470, 0.003
45.480, 0.001
45.490, 0.000
45.500, 0.000
45.510, 0.000
45.520, 0.000
45.530, 0.000
45.540, 0.000
45.550, 0.000
45.560, 0.001
45.570, 0.002
45.580, 0.004
45.590, 0.007
45.600, 0.014
45.610, 0.025
45.620, 0.041
45.630, 0.061
45.640, 0.081
45.650, 0.100
45.660, 0.112
45.670, 0.115
45.680, 0.108
45.690, 0.092
45.700, 0.073
45.710, 0.055
45.720, 0.040
45.730, 0.032
45.740, 0.031
45.750, 0.036
45.760, 0.043
45.770, 0.051
45.780, 0.056
45.790, 0.058
45.800, 0.054
45.810, 0.046
45.820, 0.036
45.830, 0.025
45.840, 0.016
45.850, 0.010
45.860, 0.005
45.870, 0.003
45.880, 0.001
45.890, 0.000
45.900, 0.000
45.910, 0.000
45.920, 0.000
45.930, 0.000
45.940, 0.000
45.950, 0.000
45.960, 0.000
45.970, 0.000
45.980, 0.000
45.990, 0.000
46.000, 0.000
46.010, 0.000
46.020, 0.000
46.030, 0.000
46.040, 0.000
46.050, 0.000
46.060, 0.000
46.070, 0.000
46.080, 0.000
46.090, 0.000
46.100, 0.000
46.110, 0.000
46.120, 0.000
46.130, 0.000
46.140, 0.000
46.150, 0.000
46.160, 0.000
46.170, 0.001
46.180, 0.002
46.190, 0.004
46.200, 0.008
46.210, 0.013
46.220, 0.020
46.230, 0.027
46.240, 0.035
46.250, 0.041
46.260, 0.043
46.270, 0.042
46.280, 0.038
46.290, 0.031
46.300, 0.024
46.310, 0.017
46.320, 0.013
46.330, 0.011
46.340, 0.012
46.350, 0.014
46.360, 0.017
46.370, 0.020
46.380, 0.022
46.390, 0.021
46.400, 0.019
46.410, 0.016
46.420, 0.012
46.430, 0.008
46.440, 0.005
46.450, 0.003
46.460, 0.002
46.470, 0.001
46.480, 0.000
46.490, 0.000
46.500, 0.000
46.510, 0.000
46.520, 0.000
46.530, 0.000
46.540, 0.000
46.550, 0.000
46.560, 0.000
46.570, 0.000
46.580, 0.000
46.590, 0.000
46.600, 0.000
46.610, 0.000
46.620, 0.000
46.630, 0.000
46.640, 0.000
46.650, 0.000
46.660, 0.000
46.670, 0.000
46.680, 0.000
46.690, 0.000
46.700, 0.000
46.710, 0.000
46.720, 0.000
46.730, 0.001
46.740, 0.003
46.750, 0.005
46.760, 0.010
46.770, 0.018
46.780, 0.030
46.790, 0.047
46.800, 0.073
46.810, 0.109
46.820, 0.163
46.830, 0.239
46.840, 0.342
46.850, 0.466
46.860, 0.599
46.870, 0.717
46.880, 0.794
46.890, 0.810
46.900, 0.762
46.910, 0.660
46.920, 0.532
46.930, 0.406
46.940, 0.305
46.950, 0.245
46.960, 0.228
46.970, 0.248
46.980, 0.293
46.990, 0.346
47.000, 0.388
47.010, 0.404
47.020, 0.388
47.030, 0.342
47.040, 0.276
47.050, 0.204
47.060, 0.137
47.070, 0.085
47.080, 0.048
47.090, 0.025
47.100, 0.012
47.110, 0.005
47.120, 0.002
47.130, 0.001
47.140, 0.000
47.150, 0.000
47.160, 0.000
47.170, 0.000
47.180, 0.000
47.190, 0.000
47.200, 0.000
47.210, 0.000
47.220, 0.000
47.230, 0.000
47.240, 0.000
47.250, 0.000
47.260, 0.000
47.270, 0.000
47.280, 0.000
47.290, 0.000
47.300, 0.000
47.310, 0.000
47.320, 0.000
47.330, 0.000
47.340, 0.000
47.350, 0.000
47.360, 0.000
47.370, 0.000
47.380, 0.000
47.390, 0.000
47.400, 0.000
47.410, 0.000
47.420, 0.000
47.430, 0.000
47.440, 0.000
47.450, 0.000
47.460, 0.000
47.470, 0.001
47.480, 0.002
47.490, 0.007
47.500, 0.018
47.510, 0.044
47.520, 0.097
47.530, 0.194
47.540, 0.357
47.550, 0.601
47.560, 0.924
47.570, 1.300
47.580, 1.674
47.590, 1.971
47.600, 2.123
47.610, 2.093
47.620, 1.890
47.630, 1.567
47.640, 1.203
47.650, 0.875
47.660, 0.638
47.670, 0.521
47.680, 0.522
47.690, 0.617
47.700, 0.767
47.710, 0.922
47.720, 1.034
47.730, 1.067
47.740, 1.011
47.750, 0.876
47.760, 0.694
47.770, 0.504
47.780, 0.334
47.790, 0.203
47.800, 0.113
47.810, 0.057
47.820, 0.027
47.830, 0.011
47.840, 0.004
47.850, 0.002
47.860, 0.001
47.870, 0.000
47.880, 0.000
47.890, 0.000
47.900, 0.000
47.910, 0.000
47.920, 0.000
47.930, 0.000
47.940, 0.000
47.950, 0.000
47.960, 0.000
47.970, 0.000
47.980, 0.001
47.990, 0.003
48.000, 0.007
48.010, 0.016
48.020, 0.034
48.030, 0.064
48.040, 0.112
48.050, 0.179
48.060, 0.262
48.070, 0.350
48.080, 0.429
48.090, 0.481
48.100, 0.494
48.110, 0.464
48.120, 0.400
48.130, 0.318
48.140, 0.236
48.150, 0.169
48.160, 0.128
48.170, 0.114
48.180, 0.126
48.190, 0.155
48.200, 0.192
48.210, 0.226
48.220, 0.245
48.230, 0.245
48.240, 0.224
48.250, 0.188
48.260, 0.144
48.270, 0.101
48.280, 0.065
48.290, 0.038
48.300, 0.020
48.310, 0.010
48.320, 0.005
48.330, 0.002
48.340, 0.001
48.350, 0.000
48.360, 0.000
48.370, 0.000
48.380, 0.000
48.390, 0.000
48.400, 0.000
48.410, 0.000
48.420, 0.000
48.430, 0.000
48.440, 0.000
48.450, 0.000
48.460, 0.000
48.470, 0.000
48.480, 0.000
48.490, 0.000
48.500, 0.000
48.510, 0.000
48.520, 0.000
48.530, 0.000
48.540, 0.000
48.550, 0.000
48.560, 0.000
48.570, 0.000
48.580, 0.000
48.590, 0.000
48.600, 0.000
48.610, 0.000
48.620, 0.000
48.630, 0.000
48.640, 0.000
48.650, 0.000
48.660, 0.000
48.670, 0.000
48.680, 0.000
48.690, 0.000
48.700, 0.000
48.710, 0.000
48.720, 0.000
48.730, 0.000
48.740, 0.000
48.750, 0.000
48.760, 0.000
48.770, 0.000
48.780, 0.000
48.790, 0.000
48.800, 0.000
48.810, 0.000
48.820, 0.000
48.830, 0.000
48.840, 0.000
48.850, 0.000
48.860, 0.000
48.870, 0.000
48.880, 0.000
48.890, 0.000
48.900, 0.000
48.910, 0.000
48.920, 0.000
48.930, 0.000
48.940, 0.000
48.950, 0.000
48.960, 0.000
48.970, 0.000
48.980, 0.000
48.990, 0.000
49.000, 0.000
49.010, 0.001
49.020, 0.004
49.030, 0.013
49.040, 0.038
49.050, 0.099
49.060, 0.236
49.070, 0.515
49.080, 1.032
49.090, 1.894
49.100, 3.185
49.110, 4.905
49.120, 6.920
49.130, 8.944
49.140, 10.590
49.150, 11.489
49.160, 11.421
49.170, 10.410
49.180, 8.714
49.190, 6.736
49.200, 4.887
49.210, 3.479
49.220, 2.678
49.230, 2.511
49.240, 2.890
49.250, 3.641
49.260, 4.532
49.270, 5.309
49.280, 5.749
49.290, 5.718
49.300, 5.216
49.310, 4.360
49.320, 3.339
49.330, 2.342
49.340, 1.505
49.350, 0.886
49.360, 0.478
49.370, 0.236
49.380, 0.107
49.390, 0.044
49.400, 0.017
49.410, 0.006
49.420, 0.002
49.430, 0.001
49.440, 0.000
49.450, 0.000
49.460, 0.000
49.470, 0.001
49.480, 0.002
49.490, 0.006
49.500, 0.017
49.510, 0.046
49.520, 0.113
49.530, 0.255
49.540, 0.530
49.550, 1.011
49.560, 1.771
49.570, 2.847
49.580, 4.203
49.590, 5.702
49.600, 7.109
49.610, 8.150
49.620, 8.596
49.630, 8.348
49.640, 7.473
49.650, 6.185
49.660, 4.768
49.670, 3.494
49.680, 2.560
49.690, 2.064
49.700, 2.012
49.710, 2.331
49.720, 2.889
49.730, 3.517
49.740, 4.034
49.750, 4.294
49.760, 4.219
49.770, 3.820
49.780, 3.188
49.790, 2.452
49.800, 1.740
49.810, 1.138
49.820, 0.688
49.830, 0.383
49.840, 0.197
49.850, 0.094
49.860, 0.041
49.870, 0.017
49.880, 0.006
49.890, 0.002
49.900, 0.001
49.910, 0.000
49.920, 0.000
49.930, 0.000
49.940, 0.000
49.950, 0.000
49.960, 0.000
49.970, 0.000
49.980, 0.001
49.990, 0.003
50.000, 0.008
